ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade
XX07796,60,30,95,,,,,
XX07797,30,100,98,,,,,
XX07798,37,13,57,,,,,
XX07799,60,13,8,,,,,
XX07800,83,33,85,,,,,
XX07801,93,40,48,,,,,
XX07802,70,10,20,,,,,
XX07803,23,7,75,,,,,
XX07804,70,7,88,,,,,
XX07805,97,100,28,,,,,
XX07806,33,87,90,,,,,
XX07807,37,63,55,,,,,
XX07808,30,30,38,,,,,
XX07809,53,93,52,,,,,
XX07810,70,53,100,,,,,
XX07811,83,37,30,,,,,
XX07812,50,40,32,,,,,
XX07813,83,60,18,,,,,
XX07814,67,30,48,,,,,
XX07815,10,97,72,,,,,
XX07816,37,10,45,,,,,
XX07817,30,80,30,,,,,
XX07818,23,43,62,,,,,
XX07819,3,47,38,,,,,
XX07820,57,37,80,,,,,
XX07821,27,40,82,,,,,
XX07822,30,97,8,,,,,
XX07823,17,27,52,,,,,
XX07824,30,100,68,,,,,
XX07825,33,70,22,,,,,
XX07826,83,7,28,,,,,
XX07827,37,43,5,,,,,
XX07828,100,93,52,,,,,
XX07829,50,17,18,,,,,
XX07830,83,93,10,,,,,
XX07831,37,33,62,,,,,
XX07832,17,93,42,,,,,
XX07833,10,0,28,,,,,
XX07834,90,37,52,,,,,
XX07835,83,20,70,,,,,
XX07836,27,57,5,,,,,
XX07837,20,63,52,,,,,
XX07838,37,47,8,,,,,
XX07839,37,7,85,,,,,
XX07840,20,37,2,,,,,
XX07841,40,67,55,,,,,
XX07842,93,7,88,,,,,
XX07843,67,57,50,,,,,
XX07844,40,50,45,,,,,
XX07845,67,30,57,,,,,
XX07846,83,100,35,,,,,
XX07847,50,17,42,,,,,
XX07848,20,17,32,,,,,
XX07849,20,73,65,,,,,
XX07850,73,57,5,,,,,
XX07851,63,50,48,,,,,
XX07852,23,57,78,,,,,
XX07853,53,0,65,,,,,
XX07854,100,43,10,,,,,
XX07855,50,10,35,,,,,
XX07856,0,63,80,,,,,
XX07857,10,23,78,,,,,
XX07858,37,33,38,,,,,
XX07859,87,100,70,,,,,
XX07860,67,3,65,,,,,
XX07861,80,17,85,,,,,
XX07862,37,27,88,,,,,
XX07863,50,7,40,,,,,
XX07864,60,100,75,,,,,
XX07865,77,63,78,,,,,
XX07866,70,40,32,,,,,
XX07867,3,87,80,,,,,
XX07868,3,67,28,,,,,
XX07869,77,67,100,,,,,
XX07870,7,57,12,,,,,
XX07871,77,83,30,,,,,
XX07872,3,57,65,,,,,
XX07873,37,3,38,,,,,
XX07874,43,57,75,,,,,
XX07875,37,47,28,,,,,
XX07876,90,13,15,,,,,
XX07877,90,100,45,,,,,
XX07878,60,60,50,,,,,
XX07879,43,43,68,,,,,
XX07880,77,13,60,,,,,
XX07881,63,23,20,,,,,
XX07882,20,37,95,,,,,
XX07883,77,83,100,,,,,
XX07884,3,77,100,,,,,
XX07885,63,60,68,,,,,
XX07886,63,33,42,,,,,
XX07887,97,43,82,,,,,
XX07888,73,30,42,,,,,
XX07889,93,27,25,,,,,
XX07890,20,3,52,,,,,
XX07891,83,87,40,,,,,
XX07892,50,47,32,,,,,
XX07893,30,33,22,,,,,
XX07894,93,53,62,,,,,
XX07895,77,13,18,,,,,
XX07896,50,0,0,,,,,
XX07897,20,53,90,,,,,
XX07898,57,37,88,,,,,
XX07899,10,77,15,,,,,
XX07900,80,20,92,,,,,
XX07901,7,80,35,,,,,
XX07902,77,37,85,,,,,
XX07903,97,37,100,,,,,
XX07904,17,27,62,,,,,
XX07905,87,83,90,,,,,
XX07906,27,60,5,,,,,
XX07907,40,63,28,,,,,
XX07908,27,3,88,,,,,
XX07909,17,63,75,,,,,
XX07910,70,90,72,,,,,
XX07911,50,33,48,,,,,
XX07912,97,83,70,,,,,
XX07913,13,57,30,,,,,
XX07914,40,100,10,,,,,
XX07915,43,97,30,,,,,
XX07916,27,87,100,,,,,
XX07917,17,93,8,,,,,
XX07918,47,57,62,,,,,
XX07919,27,63,72,,,,,
XX07920,13,30,88,,,,,
XX07921,63,47,38,,,,,
XX07922,33,30,25,,,,,
XX07923,60,27,95,,,,,
XX07924,30,73,80,,,,,
XX07925,70,20,0,,,,,
XX07926,57,83,20,,,,,
XX07927,77,67,15,,,,,
XX07928,37,60,42,,,,,
XX07929,97,93,18,,,,,
XX07930,67,67,50,,,,,
XX07931,50,23,57,,,,,
XX07932,37,53,78,,,,,
XX07933,20,33,92,,,,,
XX07934,80,37,32,,,,,
XX07935,47,43,57,,,,,
XX07936,10,73,55,,,,,
XX07937,90,37,28,,,,,
XX07938,80,10,80,,,,,
XX07939,23,43,18,,,,,
XX07940,70,17,45,,,,,
XX07941,63,10,75,,,,,
XX07942,87,97,42,,,,,
XX07943,97,30,98,,,,,
XX07944,7,30,28,,,,,
XX07945,13,57,0,,,,,
XX07946,0,33,18,,,,,
XX07947,3,53,28,,,,,
XX07948,10,73,55,,,,,
XX07949,3,27,12,,,,,
XX07950,63,33,2,,,,,
XX07951,80,33,15,,,,,
XX07952,0,40,10,,,,,
XX07953,53,97,42,,,,,
XX07954,27,0,68,,,,,
XX07955,67,100,50,,,,,
XX07956,37,53,18,,,,,
XX07957,7,67,92,,,,,
XX07958,50,17,8,,,,,
XX07959,53,97,42,,,,,
XX07960,100,30,45,,,,,
XX07961,63,80,42,,,,,
XX07962,10,23,15,,,,,
XX07963,17,7,95,,,,,
XX07964,87,33,40,,,,,
XX07965,43,3,65,,,,,
XX07966,43,87,8,,,,,
XX07967,93,90,18,,,,,
XX07968,77,67,70,,,,,
XX07969,60,33,57,,,,,
XX07970,23,30,78,,,,,
XX07971,97,17,8,,,,,
XX07972,30,20,8,,,,,
XX07973,53,93,98,,,,,
XX07974,17,83,85,,,,,
XX07975,10,97,42,,,,,
XX07976,3,67,35,,,,,
XX07977,20,80,50,,,,,
XX07978,3,27,35,,,,,
XX07979,7,63,70,,,,,
XX07980,40,77,52,,,,,
XX07981,20,77,18,,,,,
XX07982,87,0,78,,,,,
XX07983,57,57,78,,,,,
XX07984,37,90,28,,,,,
XX07985,67,87,65,,,,,
XX07986,23,73,85,,,,,
XX07987,83,97,98,,,,,
XX07988,57,27,5,,,,,
XX07989,70,27,57,,,,,
XX07990,57,47,72,,,,,
XX07991,100,80,70,,,,,
XX07992,63,90,75,,,,,
XX07993,0,100,88,,,,,
XX07994,60,60,72,,,,,
XX07995,43,77,80,,,,,
XX07996,53,90,95,,,,,
XX07997,0,17,45,,,,,
XX07998,77,73,38,,,,,
XX07999,47,60,48,,,,,
XX08001,40,43,55,,,,,
XX08002,40,53,78,,,,,
XX08003,67,0,12,,,,,
XX08004,73,43,32,,,,,
XX08005,40,3,48,,,,,
XX08006,57,30,92,,,,,
XX08007,27,77,12,,,,,
XX08008,97,97,55,,,,,
XX08009,7,3,78,,,,,
XX08010,43,0,80,,,,,
XX08011,10,40,88,,,,,
XX08012,13,3,0,,,,,
XX08013,7,77,8,,,,,
XX08014,27,13,42,,,,,
XX08015,80,30,15,,,,,
XX08016,23,97,68,,,,,
XX08017,20,70,57,,,,,
XX08018,80,77,25,,,,,
XX08019,40,53,68,,,,,
XX08020,0,43,82,,,,,
XX08021,77,53,70,,,,,
XX08022,100,93,8,,,,,
XX08023,10,40,52,,,,,
XX08024,63,23,82,,,,,
XX08025,73,100,70,,,,,
XX08026,33,77,12,,,,,
XX08027,90,50,40,,,,,
XX08028,20,3,0,,,,,
XX08029,53,43,85,,,,,
XX08030,7,13,80,,,,,
XX08031,50,60,90,,,,,
XX08032,17,87,22,,,,,
XX08033,0,13,2,,,,,
XX08034,30,73,90,,,,,
XX08035,87,67,38,,,,,
XX08036,80,60,0,,,,,
XX08037,77,73,70,,,,,
XX08038,17,73,52,,,,,
XX08039,93,53,80,,,,,
XX08040,83,60,68,,,,,
XX08041,23,60,68,,,,,
XX08042,87,40,75,,,,,
XX08043,0,97,98,,,,,
XX08044,80,23,95,,,,,
XX08045,83,10,72,,,,,
XX08046,43,77,80,,,,,
XX08047,60,47,30,,,,,
XX08048,50,93,98,,,,,
XX08049,3,60,75,,,,,
XX08050,33,77,2,,,,,
XX08051,73,90,92,,,,,
XX08052,70,93,65,,,,,
XX08053,63,47,70,,,,,
XX08054,0,57,62,,,,,
XX08055,90,50,38,,,,,
XX08056,40,47,57,,,,,
XX08057,77,7,82,,,,,
XX08058,97,47,12,,,,,
XX08059,63,80,62,,,,,
XX08060,43,87,15,,,,,
XX08061,77,57,18,,,,,
XX08062,90,47,90,,,,,
XX08063,3,40,10,,,,,
XX08064,50,70,38,,,,,
XX08065,10,20,95,,,,,
XX08066,30,27,22,,,,,
XX08067,33,7,88,,,,,
XX08068,80,70,0,,,,,
XX08069,30,80,68,,,,,
XX08070,100,87,28,,,,,
XX08071,33,90,52,,,,,
XX08072,93,20,82,,,,,
XX08073,97,47,52,,,,,
XX08074,83,87,72,,,,,
XX08075,27,63,48,,,,,
XX08076,30,97,50,,,,,
XX08077,100,0,28,,,,,
XX08078,13,23,40,,,,,
XX08079,70,63,28,,,,,
XX08080,87,77,5,,,,,
XX08081,33,87,20,,,,,
XX08082,13,3,35,,,,,
XX08083,10,57,18,,,,,
XX08084,93,0,62,,,,,
XX08085,17,17,22,,,,,
XX08086,37,7,92,,,,,
XX08087,10,73,82,,,,,
XX08088,100,13,57,,,,,
XX08089,50,63,65,,,,,
XX08090,53,87,85,,,,,
XX08091,60,30,8,,,,,
XX08092,53,3,88,,,,,
XX08093,23,7,82,,,,,
XX08094,17,50,60,,,,,
XX08095,33,67,100,,,,,
XX08096,100,100,100,,,,,
XX08097,20,3,5,,,,,
XX08098,100,67,65,,,,,
XX08099,50,80,40,,,,,
XX08100,67,83,8,,,,,
XX08101,70,3,2,,,,,
XX08102,10,100,38,,,,,
XX08103,87,33,80,,,,,
XX08104,73,100,45,,,,,
XX08105,10,87,92,,,,,
XX08106,27,0,0,,,,,
XX08107,83,3,8,,,,,
XX08108,23,97,15,,,,,
XX08109,43,23,48,,,,,
XX08110,100,90,15,,,,,
XX08111,100,77,88,,,,,
XX08112,3,50,57,,,,,
XX08113,97,50,20,,,,,
XX08114,83,60,10,,,,,
XX08115,40,87,32,,,,,
XX08116,50,73,75,,,,,
XX08117,17,77,20,,,,,
XX08118,97,83,57,,,,,
XX08119,63,73,80,,,,,
XX08120,0,20,68,,,,,
XX08121,10,90,80,,,,,
XX08122,60,27,12,,,,,
XX08123,3,67,0,,,,,
XX08124,97,100,32,,,,,
XX08125,80,93,52,,,,,
XX08126,50,50,35,,,,,
XX08127,57,60,48,,,,,
XX08128,90,60,8,,,,,
XX08129,63,0,95,,,,,
XX08130,77,27,98,,,,,
XX08131,50,40,45,,,,,
XX08132,47,87,95,,,,,
XX08133,87,93,50,,,,,
XX08134,37,50,20,,,,,
XX08135,40,43,80,,,,,
XX08136,47,67,8,,,,,
XX08137,10,40,90,,,,,
XX08138,67,67,65,,,,,
XX08139,13,70,10,,,,,
XX08140,67,33,82,,,,,
XX08141,93,57,8,,,,,
XX08142,20,50,20,,,,,
XX08143,93,73,82,,,,,
XX08144,17,63,0,,,,,
XX08145,53,77,45,,,,,
XX08146,50,90,88,,,,,
XX08147,77,33,80,,,,,
XX08148,100,30,32,,,,,
XX08149,37,67,60,,,,,
XX08150,17,40,10,,,,,
XX08151,7,60,80,,,,,
XX08152,97,80,45,,,,,
XX08153,87,10,72,,,,,
XX08154,23,97,60,,,,,
XX08155,60,83,57,,,,,
XX08156,27,87,100,,,,,
XX08157,0,77,72,,,,,
XX08158,43,43,55,,,,,
XX08159,70,50,38,,,,,
XX08160,0,17,60,,,,,
XX08161,63,93,8,,,,,
XX08162,17,100,0,,,,,
XX08163,50,27,98,,,,,
XX08164,90,83,75,,,,,
XX08165,87,27,52,,,,,
XX08166,97,40,38,,,,,
XX08167,50,10,10,,,,,
XX08168,97,7,62,,,,,
XX08169,37,50,70,,,,,
XX08170,7,30,75,,,,,
XX08171,90,100,62,,,,,
XX08172,90,67,82,,,,,
XX08173,33,97,45,,,,,
XX08174,37,37,20,,,,,
XX08175,90,27,25,,,,,
XX08176,27,87,42,,,,,
XX08177,23,73,5,,,,,
XX08178,27,20,98,,,,,
XX08179,13,17,100,,,,,
XX08180,33,87,35,,,,,
XX08181,43,27,30,,,,,
XX08182,40,63,40,,,,,
XX08183,3,50,55,,,,,
XX08184,63,63,35,,,,,
XX08185,27,77,45,,,,,
XX08186,80,63,70,,,,,
XX08187,77,87,60,,,,,
XX08188,93,77,68,,,,,
XX08189,50,30,72,,,,,
XX08190,80,83,38,,,,,
XX08191,97,7,100,,,,,
XX08192,90,93,22,,,,,
XX08193,53,23,80,,,,,
XX08194,37,100,68,,,,,
XX08195,50,87,80,,,,,
XX08196,33,67,0,,,,,
XX08197,23,27,85,,,,,
XX08198,17,50,72,,,,,
XX08199,57,13,15,,,,,
XX08200,40,30,18,,,,,
XX08201,7,27,25,,,,,
XX08202,70,0,95,,,,,
XX08203,90,53,0,,,,,
XX08204,70,33,35,,,,,
XX08205,77,67,100,,,,,
XX08206,3,0,52,,,,,
XX08207,63,27,45,,,,,
XX08208,60,7,55,,,,,
XX08209,83,0,70,,,,,
XX08210,23,37,10,,,,,
XX08211,37,57,42,,,,,
XX08212,57,80,50,,,,,
XX08213,90,60,32,,,,,
XX08214,93,53,70,,,,,
XX08215,17,53,85,,,,,
XX08216,13,17,82,,,,,
XX08217,93,20,15,,,,,
XX08218,47,23,98,,,,,
XX08219,10,80,48,,,,,
XX08220,53,53,95,,,,,
XX08221,13,57,55,,,,,
XX08222,0,13,35,,,,,
XX08223,50,53,10,,,,,
XX08224,40,47,95,,,,,
XX08225,90,30,68,,,,,
XX08226,20,3,5,,,,,
XX08227,20,67,0,,,,,
XX08228,50,50,42,,,,,
XX08229,100,47,92,,,,,
XX08230,97,13,20,,,,,
XX08231,50,3,78,,,,,
XX08232,73,80,40,,,,,
XX08233,0,67,25,,,,,
XX08234,23,97,0,,,,,
XX08235,50,100,10,,,,,
XX08236,20,10,62,,,,,
XX08237,23,20,22,,,,,
XX08238,63,80,32,,,,,
XX08239,100,77,22,,,,,
XX08240,53,60,25,,,,,
XX08241,30,37,82,,,,,
XX08242,73,0,15,,,,,
XX08243,63,20,22,,,,,
XX08244,53,63,75,,,,,
XX08245,80,7,40,,,,,
XX08246,47,23,57,,,,,
XX08247,20,70,72,,,,,
XX08248,83,10,28,,,,,
XX08249,30,70,50,,,,,
XX08250,77,40,62,,,,,
XX08251,93,33,55,,,,,
XX08252,27,20,50,,,,,
XX08253,30,80,80,,,,,
XX08254,53,70,82,,,,,
XX08255,87,43,22,,,,,
XX08256,23,73,60,,,,,
XX08257,87,23,48,,,,,
XX08258,23,100,100,,,,,
XX08259,87,97,38,,,,,
XX08260,43,70,22,,,,,
XX08261,33,47,98,,,,,
XX08262,23,87,75,,,,,
XX08263,63,80,42,,,,,
XX08264,0,13,15,,,,,
XX08265,50,80,78,,,,,
XX08266,30,100,68,,,,,
XX08267,100,80,62,,,,,
XX08268,80,10,95,,,,,
XX08269,27,93,82,,,,,
XX08270,63,10,98,,,,,
XX08271,50,13,28,,,,,
XX08272,83,7,28,,,,,
XX08273,40,33,42,,,,,
XX08274,80,43,48,,,,,
XX08275,57,33,20,,,,,
XX08276,67,0,42,,,,,
XX08277,50,47,75,,,,,
XX08278,87,13,45,,,,,
XX08279,97,20,40,,,,,
XX08280,57,73,98,,,,,
XX08281,33,0,80,,,,,
XX08282,67,70,0,,,,,
XX08283,63,70,70,,,,,
XX08284,73,43,70,,,,,
XX08285,10,53,72,,,,,
XX08286,37,93,50,,,,,
XX08287,97,77,68,,,,,
XX08288,87,67,20,,,,,
XX08289,50,23,45,,,,,
XX08290,63,17,42,,,,,
XX08291,7,60,70,,,,,
XX08292,67,13,5,,,,,
XX08293,50,53,18,,,,,
XX08294,77,10,5,,,,,
XX08295,70,40,25,,,,,
XX08296,10,30,48,,,,,
XX08297,83,37,57,,,,,
XX08298,50,67,85,,,,,
XX08299,27,43,90,,,,,
XX08300,10,70,10,,,,,
XX08301,63,93,88,,,,,
XX08302,63,20,98,,,,,
XX08303,80,93,35,,,,,
XX08304,63,60,55,,,,,
XX08305,10,53,82,,,,,
XX08306,3,37,32,,,,,
XX08307,83,87,5,,,,,
XX08308,70,53,92,,,,,
XX08309,37,3,35,,,,,
XX08310,77,7,30,,,,,
XX08311,67,30,72,,,,,
XX08312,17,93,0,,,,,
XX08313,33,90,38,,,,,
XX08314,73,57,45,,,,,
XX08315,0,60,80,,,,,
XX08316,93,60,95,,,,,
XX08317,67,23,8,,,,,
XX08318,40,80,10,,,,,
XX08319,100,33,0,,,,,
XX08320,57,80,60,,,,,
XX08321,87,47,82,,,,,
XX08322,63,23,85,,,,,
XX08323,57,67,85,,,,,
XX08324,83,90,62,,,,,
XX08325,50,7,72,,,,,
XX08326,90,47,100,,,,,
XX08327,77,40,55,,,,,
XX08328,63,93,62,,,,,
XX08329,83,27,35,,,,,
XX08330,33,7,95,,,,,
XX08331,47,57,22,,,,,
XX08332,73,67,38,,,,,
XX08333,47,53,35,,,,,
XX08334,43,10,10,,,,,
XX08335,0,13,32,,,,,
XX08336,20,70,65,,,,,
XX08337,7,13,42,,,,,
XX08338,30,77,38,,,,,
XX08339,37,37,100,,,,,
XX08340,67,97,98,,,,,
XX08341,97,50,5,,,,,
XX08342,50,83,100,,,,,
XX08343,50,73,12,,,,,
XX08344,43,83,25,,,,,
XX08345,53,60,25,,,,,
XX08346,40,37,82,,,,,
XX08347,90,7,2,,,,,
XX08348,7,73,65,,,,,
XX08349,3,20,78,,,,,
XX08350,90,20,0,,,,,
XX08351,30,13,55,,,,,
XX08352,67,70,68,,,,,
XX08353,13,77,78,,,,,
XX08354,47,47,30,,,,,
XX08355,23,57,45,,,,,
XX08356,93,27,35,,,,,
XX08357,37,87,18,,,,,
XX08358,53,93,78,,,,,
XX08359,50,37,5,,,,,
XX08360,47,40,22,,,,,
XX08361,97,83,30,,,,,
XX08362,27,10,55,,,,,
XX08363,43,23,78,,,,,
XX08364,40,60,95,,,,,
XX08365,70,77,40,,,,,
XX08366,70,20,88,,,,,
XX08367,100,47,95,,,,,
XX08368,0,57,22,,,,,
XX08369,23,17,2,,,,,
XX08370,97,23,98,,,,,
XX08371,13,50,60,,,,,
XX08372,77,90,8,,,,,
XX08373,93,27,40,,,,,
XX08374,47,20,30,,,,,
XX08375,97,47,90,,,,,
XX08376,30,73,98,,,,,
XX08377,97,93,88,,,,,
XX08378,70,87,40,,,,,
XX08379,63,70,38,,,,,
XX08380,7,20,90,,,,,
XX08381,53,63,88,,,,,
XX08382,50,67,82,,,,,
XX08383,10,97,18,,,,,
XX08384,70,40,48,,,,,
XX08385,20,10,18,,,,,
XX08386,13,30,57,,,,,
XX08387,63,30,90,,,,,
XX08388,100,83,52,,,,,
XX08389,93,33,8,,,,,
XX08390,47,90,72,,,,,
XX08391,43,57,45,,,,,
XX08392,53,73,98,,,,,
XX08393,43,70,38,,,,,
XX08394,13,13,40,,,,,
XX08395,27,63,88,,,,,
XX08396,27,83,88,,,,,
XX08397,0,43,32,,,,,
XX08398,33,7,78,,,,,
XX08399,10,7,5,,,,,
XX08400,63,60,85,,,,,
XX08401,27,47,65,,,,,
XX08402,33,63,0,,,,,
XX08403,97,23,98,,,,,
XX08404,13,13,45,,,,,
XX08405,93,53,57,,,,,
XX08406,27,3,52,,,,,
XX08407,10,23,42,,,,,
XX08408,0,50,60,,,,,
XX08409,7,27,88,,,,,
XX08410,90,83,12,,,,,
XX08411,97,27,65,,,,,
XX08412,7,43,75,,,,,
XX08413,73,0,65,,,,,
XX08414,97,23,15,,,,,
XX08415,7,40,32,,,,,
XX08416,70,70,18,,,,,
XX08417,73,47,90,,,,,
XX08418,50,37,88,,,,,
XX08419,70,87,20,,,,,
XX08420,27,83,92,,,,,
XX08421,50,27,50,,,,,
XX08422,100,37,65,,,,,
XX08423,43,70,72,,,,,
XX08424,37,97,28,,,,,
XX08425,90,97,68,,,,,
XX08426,10,77,78,,,,,
XX08427,47,63,70,,,,,
XX08428,23,0,85,,,,,
XX08429,97,57,32,,,,,
XX08430,40,87,98,,,,,
XX08431,43,0,45,,,,,
XX08432,0,40,35,,,,,
XX08433,67,67,60,,,,,
XX08434,70,43,57,,,,,
XX08435,57,17,38,,,,,
XX08436,77,47,98,,,,,
XX08437,80,97,52,,,,,
XX08438,87,100,48,,,,,
XX08439,17,7,35,,,,,
XX08440,67,87,10,,,,,
XX08441,77,20,65,,,,,
XX08442,57,37,55,,,,,
XX08443,93,90,98,,,,,
XX08444,7,77,32,,,,,
XX08445,3,50,30,,,,,
XX08446,20,47,57,,,,,
XX08447,33,53,10,,,,,
XX08448,3,23,48,,,,,
XX08449,67,23,40,,,,,
XX08450,73,10,40,,,,,
XX08451,93,37,12,,,,,
XX08452,10,47,25,,,,,
XX08453,90,97,68,,,,,
XX08454,27,70,100,,,,,
XX08455,20,90,22,,,,,
XX08456,0,30,25,,,,,
XX08457,83,50,50,,,,,
XX08458,17,57,45,,,,,
XX08459,57,43,85,,,,,
XX08460,63,13,22,,,,,
XX08461,90,60,12,,,,,
XX08462,50,60,65,,,,,
XX08463,53,47,88,,,,,
XX08464,47,83,22,,,,,
XX08465,3,73,60,,,,,
XX08466,77,100,25,,,,,
XX08467,27,70,32,,,,,
XX08468,43,50,98,,,,,
XX08469,87,60,90,,,,,
XX08470,93,63,35,,,,,
XX08471,50,40,35,,,,,
XX08472,77,97,92,,,,,
XX08473,23,67,88,,,,,
XX08474,87,3,10,,,,,
XX08475,30,27,100,,,,,
XX08476,57,63,18,,,,,
XX08477,37,87,75,,,,,
XX08478,20,97,8,,,,,
XX08479,53,73,15,,,,,
XX08480,63,7,50,,,,,
XX08481,50,70,8,,,,,
XX08482,43,0,35,,,,,
XX08483,93,20,5,,,,,
XX08484,60,50,88,,,,,
XX08485,33,33,45,,,,,
XX08486,67,97,15,,,,,
XX08487,40,50,75,,,,,
XX08488,7,30,48,,,,,
XX08489,27,73,90,,,,,
XX08490,33,47,48,,,,,
XX08491,50,20,60,,,,,
XX08492,80,10,28,,,,,
XX08493,97,23,65,,,,,
XX08494,13,37,90,,,,,
XX08495,17,90,78,,,,,
XX08496,47,23,88,,,,,
XX08497,73,3,38,,,,,
XX08498,7,100,35,,,,,
XX08499,77,63,8,,,,,
XX08500,60,50,65,,,,,
XX08501,67,43,85,,,,,
XX08502,43,57,95,,,,,
XX08503,53,70,52,,,,,
XX08504,57,47,68,,,,,
XX08505,60,0,52,,,,,
XX08506,10,60,68,,,,,
XX08507,100,73,25,,,,,
XX08508,90,47,75,,,,,
XX08509,77,0,98,,,,,
XX08510,3,83,78,,,,,
XX08511,23,53,75,,,,,
XX08512,93,30,62,,,,,
XX08513,87,0,98,,,,,
XX08514,57,7,45,,,,,
XX08515,43,93,72,,,,,
XX08516,97,33,72,,,,,
XX08517,80,63,85,,,,,
XX08518,40,47,22,,,,,
XX08519,100,97,82,,,,,
XX08520,77,7,95,,,,,
XX08521,83,40,90,,,,,
XX08522,17,80,20,,,,,
XX08523,63,3,68,,,,,
XX08524,87,40,42,,,,,
XX08525,7,100,70,,,,,
XX08526,67,33,0,,,,,
XX08527,7,30,65,,,,,
XX08528,0,63,12,,,,,
XX08529,47,30,35,,,,,
XX08530,20,80,80,,,,,
XX08531,17,17,75,,,,,
XX08532,83,27,88,,,,,
XX08533,100,3,40,,,,,
XX08534,27,50,78,,,,,
XX08535,67,63,65,,,,,
XX08536,100,90,90,,,,,
XX08537,33,3,92,,,,,
XX08538,0,93,75,,,,,
XX08539,13,17,60,,,,,
XX08540,73,97,57,,,,,
XX08541,50,90,57,,,,,
XX08542,80,33,50,,,,,
XX08543,90,83,28,,,,,
XX08544,10,80,100,,,,,
XX08545,67,73,82,,,,,
XX08546,37,30,70,,,,,
XX08547,90,100,25,,,,,
XX08548,30,77,88,,,,,
XX08549,3,13,35,,,,,
XX08550,20,83,25,,,,,
XX08551,23,73,38,,,,,
XX08552,47,77,20,,,,,
XX08553,3,97,32,,,,,
XX08554,37,40,38,,,,,
XX08555,37,93,95,,,,,
XX08556,23,57,85,,,,,
XX08557,67,33,57,,,,,
XX08558,73,20,38,,,,,
XX08559,90,53,100,,,,,
XX08560,3,33,38,,,,,
XX08561,97,23,35,,,,,
XX08562,33,3,75,,,,,
XX08563,47,97,0,,,,,
XX08564,63,13,2,,,,,
XX08565,53,37,45,,,,,
XX08566,0,73,5,,,,,
XX08567,80,0,52,,,,,
XX08568,23,30,70,,,,,
XX08569,53,47,38,,,,,
XX08570,33,90,85,,,,,
XX08571,50,50,65,,,,,
XX08572,20,80,5,,,,,
XX08573,87,13,28,,,,,
XX08574,17,27,12,,,,,
XX08575,3,97,57,,,,,
XX08576,67,60,40,,,,,
XX08577,67,53,50,,,,,
XX08578,87,17,20,,,,,
XX08579,83,47,95,,,,,
XX08580,0,93,75,,,,,
XX08581,63,33,75,,,,,
XX08582,33,30,40,,,,,
XX08583,0,57,2,,,,,
XX08584,3,53,75,,,,,
XX08585,53,100,62,,,,,
XX08586,43,53,18,,,,,
XX08587,100,97,70,,,,,
XX08588,87,43,55,,,,,
XX08589,27,73,32,,,,,
XX08590,23,37,30,,,,,
XX08591,30,3,12,,,,,
XX08592,73,27,35,,,,,
XX08593,13,40,30,,,,,
XX08594,67,53,15,,,,,
XX08595,43,100,85,,,,,
XX08596,17,53,10,,,,,
XX08597,77,33,75,,,,,
XX08598,100,43,60,,,,,
XX08599,50,87,57,,,,,
XX08600,97,57,10,,,,,
XX08601,17,83,28,,,,,
XX08602,40,100,80,,,,,
XX08603,57,20,95,,,,,
XX08604,37,47,98,,,,,
XX08605,70,37,45,,,,,
XX08606,97,17,48,,,,,
XX08607,70,30,80,,,,,
XX08608,40,63,60,,,,,
XX08609,63,7,82,,,,,
XX08610,53,93,60,,,,,
XX08611,100,100,90,,,,,
XX08612,83,67,82,,,,,
XX08613,63,30,82,,,,,
XX08614,7,73,20,,,,,
XX08615,7,37,85,,,,,
XX08616,100,97,45,,,,,
XX08617,77,3,82,,,,,
XX08618,77,63,80,,,,,
XX08619,50,40,25,,,,,
XX08620,53,53,80,,,,,
XX08621,30,10,22,,,,,
XX08622,73,0,52,,,,,
XX08623,33,90,45,,,,,
XX08624,60,70,88,,,,,
XX08625,20,83,18,,,,,
XX08626,83,87,60,,,,,
XX08627,50,3,82,,,,,
XX08628,57,13,30,,,,,
XX08629,20,30,0,,,,,
XX08630,57,43,90,,,,,
XX08631,3,7,52,,,,,
XX08632,70,67,48,,,,,
XX08633,10,33,82,,,,,
XX08634,43,60,90,,,,,
XX08635,17,17,30,,,,,
XX08636,3,40,68,,,,,
XX08637,97,23,62,,,,,
XX08638,13,53,62,,,,,
XX08639,40,17,30,,,,,
XX08640,57,73,10,,,,,
XX08641,90,80,32,,,,,
XX08642,37,50,57,,,,,
XX08643,60,77,15,,,,,
XX08644,87,70,62,,,,,
XX08645,67,87,55,,,,,
XX08646,40,37,15,,,,,
XX08647,13,53,10,,,,,
XX08648,60,93,80,,,,,
XX08649,3,37,38,,,,,
XX08650,73,7,22,,,,,
XX08651,53,43,2,,,,,
XX08652,93,100,5,,,,,
XX08653,23,87,62,,,,,
XX08654,93,3,38,,,,,
XX08655,27,60,90,,,,,
XX08656,67,80,60,,,,,
XX08657,67,73,8,,,,,
XX08658,77,17,20,,,,,
XX08659,17,50,45,,,,,
XX08660,63,10,85,,,,,
XX08661,20,33,85,,,,,
XX08662,67,20,98,,,,,
XX08663,60,77,60,,,,,
XX08664,73,97,20,,,,,
XX08665,30,80,85,,,,,
XX08666,90,90,85,,,,,
XX08667,60,20,22,,,,,
